"","FECHA_Q","FECHA_A","IDENT_ACREEDORA","IDENT_DEUDORA","PRESTAMOS","IDENT","A_ActivoN","A_APRestamos","A_GRUPO_ID_UNI","D_ActivoN","D_APRestamos","D_GRUPO_ID_UNI","_merge","W_A_A","W_A_PR","FECHA_D","W_D_A","W_D_A_w","W_D_PR","W_D_PR_w","weight"
"22",1998 Q3,1998,3,167,1067,167,1273144,412180.34375,6,63936.33203125,49194.66796875,1,3,0.000838082749396563,0.00258867279626429,1998-07-01,0.0166884772479534,0.0166884772479534,0.0216893423348665,0.0216893423348665,0.258867279626429
"23",1998 Q1,1998,3,259,2504.60009765625,259,1105880.375,330058.65625,6,381262.65625,170487.671875,1,3,0.00226480211131275,0.00758834835141897,1998-01-01,0.00656922487542033,0.00656922487542033,0.0146907987073064,0.0146907987073064,0.758834835141897
"24",1998 Q3,1998,3,259,2718.5,259,1273144,412180.34375,6,384849,211759,1,3,0.00213526515290141,0.00659541413187981,1998-07-01,0.00706380931660533,0.00706380931660533,0.0128377070650458,0.0128377070650458,0.659541413187981
"25",1998 Q1,1998,3,262,12120.2998046875,262,1105880.375,330058.65625,6,2486245.75,348467.34375,6,3,0.0109598655253649,0.0367216542363167,1998-01-01,0.00487494049593806,0.00487494049593806,0.034781739115715,0.034781739115715,3.67216542363167
"26",1998 Q3,1998,3,262,12421.150390625,262,1273144,412180.34375,6,4049340,397273,6,3,0.00975628104060888,0.0301352329552174,1998-07-01,0.00306745059788227,0.00306745059788227,0.0312660336494446,0.0312660336494446,3.01352329552174
"27",1998 Q1,1998,3,314,1921.5,314,1105880.375,330058.65625,6,1169860.625,733893,3,3,0.00173752976115793,0.0058216922916472,1998-01-01,0.00164250330999494,0.00164250330999494,0.00261822901666164,0.00261822901666164,0.58216922916472
"28",1998 Q1,1998,3,44059,17949.19921875,44059,1105880.375,330058.65625,6,400057.34375,362453.34375,8,3,0.0162306874990463,0.0543818473815918,1998-01-01,0.0448665656149387,0.0448665656149387,0.0495214052498341,0.0495214052498341,5.43818473815918
"29",1998 Q3,1998,3,44059,18661.94921875,44059,1273144,412180.34375,6,487081,449930,8,3,0.014658160507679,0.0452761761844158,1998-07-01,0.0383138507604599,0.0383138507604599,0.0414774492383003,0.0414774492383003,4.52761761844158
"30",1998 Q3,1998,3,44088,3502.14990234375,44088,1273144,412180.34375,6,439580,361388.65625,8,3,0.00275078858248889,0.00849664490669966,1998-07-01,0.0079670362174511,0.0079670362174511,0.00969081278890371,0.00969081278890371,0.849664490669966
"31",1998 Q4,1998,3,44092,13540.900390625,44092,1011248,340557.65625,6,NA,NA,NA,1,0.0133902868255973,0.0397609621286392,1998-10-01,NA,NA,NA,NA,3.97609621286392
